label	bucket	rows	n_docs	fields	example_context
MCCC M30353T	strain designation	1	1	strains	"...and the type strain of Q. profundimaris is G39T (=[[MCCC M30353T]]=KCTC 8208T).
"
MCCC M28544T	strain designation	1	1	strains	"...es oceani sp. nov. (type strain SOB77T=JCM 35776T=[[MCCC M28544T]]) are proposed.
"
MCCC M28400T	strain designation	1	1	strains	... cremeus sp. nov. (type strain SOB44T=JCM 35774T= [[MCCC M28400T]]), Nocardioides abyssi sp. nov. (type strain SOB72.
M6921	strain designation	1	1	strains	...447, M6620, M6642 and M6879) or septic arthritis ([[M6921]]). Prior to the onset of infection, all patients h...; ...
MCCC M28318T	strain designation	1	1	strains	...es abyssi sp. nov. (type strain SOB72T=JCM 35775T=[[MCCC M28318T]]) and Nocardioides oceani sp. nov. (type strain SO.
MA-4680T	strain designation	1	1	strains	...s adustus WH-9T (98.8%), Streptomyces avermitilis [[MA-4680T]] (98.6%) and Streptomyces kunmingensis NBRC 14463T...
MCCC M27941T	strain designation	1	1	strains	...d. The type strain of Q. benthica is DY56-A-20T (=[[MCCC M27941T]]=KCTC 92309T), and the type strain of Q. profundim.
MCCC M25440T	strain designation	1	1	strains	"... nov. is proposed, with the type strain GC03-9T (=[[MCCC M25440T]]=KCTC 92235T).
"
MCCC M25234T	strain designation	1	1	strains	".... nov. is proposed, with the type strain ST1-3T (=[[MCCC M25234T]]=KCTC 25639T).
"
M6642	strain designation	1	1	strains	... patients with seal finger (M5725T, M6447, M6620, [[M6642]] and M6879) or septic arthritis (M6921). Prior to ...; ...
MCT	strain designation	1	1	strains	Strain [[MCT]] is a strictly anaerobic, homoacetogenic bacterium...; ...ification of strain 'Acetobacterium dehalogenans
MSS-155T	strain designation	1	1	strains	...seille-Q1234T (98.5 %) and Halobacillus locisalis [[MSS-155T]] (98.6 %), respectively. The genomic similarity va...
MH2T	strain designation	1	1	strains	...e-forming bacteria, designated as strain MH1T and [[MH2T]], were isolated from branches of wilted pepper pla...; ...%
MSK312	strain designation	1	1	strains	Four strains (MSK211, MSK294T, [[MSK312]], MSK433) of a novel Dolosigranulum species were c...
MIL-1T	strain designation	1	1	strains	...2T (97.2%), followed by Thalassolituus oleivorans [[MIL-1T]] (96.5%) and Oceanobacter kriegii 197T (96.2%). Ph...
M6-31T	strain designation	1	1	strains	...and short rod-shaped bacterial strain, designated [[M6-31T]], was isolated from rice paddy soil sampled in Mir...; ..
M600PL45_2T	strain designation	1	1	strains	A novel actinomycetal strain, designated [[M600PL45_2T]], was isolated from marine sediments obtained from...; ...ased o
MI-GT	strain designation	1	1	strains	A novel bacterium, designated as [[MI-GT]], was isolated from marine sponge Diacarnus erythr...; ...ne sponge Diacarnus 
MHSD28T	strain designation	1	1	strains	...re-forming endophytic bacterial strain designated [[MHSD28T]] was isolated from surface-sterilized leaves of Di...; .
M6447	strain designation	1	1	strains	...m Scandinavian patients with seal finger (M5725T, [[M6447]], M6620, M6642 and M6879) or septic arthritis (M69...; ...
MH299814	strain designation	1	1	strains	...RNA gene sequences are Salinibacterium hongtaonis [[MH299814]] (97.72 % sequence similarity) and Leifsonia psych...
M6620	strain designation	1	1	strains	...inavian patients with seal finger (M5725T, M6447, [[M6620]], M6642 and M6879) or septic arthritis (M6921). Pr...; ...
MH1T	strain designation	1	1	strains	...-endospore-forming bacteria, designated as strain [[MH1T]] and MH2T, were isolated from branches of wilted p...; ...n
MG62T	strain designation	1	1	strains	Two actinomycete strains, designated [[MG62T]] and CRLD-Y-1, were isolated from rhizosphere soil...; ...ns are typical o
MEX47-22T	strain designation	1	1	strains	...ATCC 29999T and to P. luminescens subsp. mexicana [[MEX47-22T]]. Moreover, digital DNA-DNA hybridization (dDDH) v...;
MSK433	strain designation	1	1	strains	Four strains (MSK211, MSK294T, MSK312, [[MSK433]]) of a novel Dolosigranulum species were cultured ...
MDTJ8T	strain designation	1	1	strains	Strain [[MDTJ8T]] is a chain-elongating thermophilic bacterium isol...; ...A gene and full genome sequence shows that st
MD30BT	strain designation	1	1	strains	..., rod-shaped and filamentous bacterium designated [[MD30BT]] was isolated from a biofilm hanging in water flow...; ..
MD1T	strain designation	1	1	strains	...rRNA gene similarity with Methanosarcina semesiae [[MD1T]]. As M. semesiae MD1T is unavailable and lacks gen...; ...w
MCCC M20598T	strain designation	1	1	strains	"...proposed. The type strain is GL-53T (=KCTC 82651T=[[MCCC M20598T]]).
"
MCCC 4K00176T	strain designation	1	1	strains	...tic analyses, it is proposed that strains AD34T (=[[MCCC 4K00176T]]=KCTC 4324T) and PAK95 (=MCCC 4K00231=CGMCC 1.6279
MCCC 4K00231	strain designation	1	1	strains	...ins AD34T (=MCCC 4K00176T=KCTC 4324T) and PAK95 (=[[MCCC 4K00231]]=CGMCC 1.62791=KCTC 4376) represent a novel genus .
MINF-07-Sa-05T	strain designation	1	1	strains	...catalase-positive and non-motile bacterium, named [[MINF-07-Sa-05T]], was isolated from sediment samples collected fr
MCCC 1K09773T	strain designation	1	1	strains	...ns sp. nov. is proposed. The type strain is P4T (=[[MCCC 1K09773T]]=KCTC 102379T), with the complete genome and 16S r
MSW6T	strain designation	1	1	strains	...robic non-motile and motile rod bacteria, strains [[MSW6T]] and RSW2T, were isolated from surface seawater. S...; ...
MAFF 212518T	strain designation	1	1	strains	...v., was proposed, with YZC6T as the type strain (=[[MAFF 212518T]]=JCM 32810T=DSM 112100T). This study also proposed.
MCCC 1K09726T	strain designation	1	1	strains	"...The type strain is NT6NT (=JCM 36658T=DSM 117338T=[[MCCC 1K09726T]]).
"
MCCC 1K09627T	strain designation	1	1	strains	"...ola gen. nov., sp. nov. (type strain sgz302552T (=[[MCCC 1K09627T]]=KCTC 102381T) are proposed, respectively.
"
MCCC 1K09625T	strain designation	1	1	strains	...ium endophyticum sp. nov. (type strain sgz302541T=[[MCCC 1K09625T]]=KCTC 8981T) and Endoryza foliicola gen. nov., sp.
MAFF 212522T	strain designation	1	1	strains	...s subsp. animalis subsp. nov. (type strain BF125T=[[MAFF 212522T]]=DSM 115528T). Our findings also led to the automa.
MCCC 1K09588T	strain designation	1	1	strains	...v. is proposed. The type strain is strain BI20T (=[[MCCC 1K09588T]]=JCM 38134T). In addition, we propose that Strepto
M1A1T	strain designation	1	1	strains	...re most closely related to Psychromonas aquatilis [[M1A1T]] (98.1%) and Psychromonas antarctica DSM 10704T (9...
MT-113T	strain designation	1	1	strains	...d-shaped mesophilic bacterial strains, designated [[MT-113T]] and MT-5T, isolated from pit mud in a fermentatio...; .
MCCC 1K09559T	strain designation	1	1	strains	"...p. nov. is proposed with strain J-3T (=KCTC 8781T=[[MCCC 1K09559T]]) as the type strain.
"
MCCC 1K09533T	strain designation	1	1	strains	"...bifer jejuensis sp. nov. (2304DJ12-6T=KACC 23832T=[[MCCC 1K09533T]]) are proposed, respectively.
"
MCCC 1K09529T	strain designation	1	1	strains	"... Pseudidiomarina. The type strain is YC-516-91T (=[[MCCC 1K09529T]]=KCTC 8778T).
"
MCCC 1K09525T	strain designation	1	1	strains	...1K09973T=KCTC 102446T) and type strain MBA3-11T (=[[MCCC 1K09525T]]=KCTC 102445T), respectively. Furthermore, based o
MCCC 1K09524T	strain designation	1	1	strains	"...nov. with the type strain 2305UL8-7T (=KCTC 8476T=[[MCCC 1K09524T]]=JCM 37203T) are proposed.
"
MCCC 1K09523T	strain designation	1	1	strains	...nov. with the type strain 2305UL8-3T (=KCTC 8475T=[[MCCC 1K09523T]]=JCM 37202T) and Aliiroseovarius conchicola sp. no
MAFF 212523T	strain designation	1	1	strains	"... name Pseudomonas solani sp. nov., with Sm006T (= [[MAFF 212523T]] = ICMP 24689T) as the type strain.
"
MCCC 1K09794T	strain designation	1	1	strains	...ribacter algae sp. nov. (2210JD10-5T=KCTC 102365T=[[MCCC 1K09794T]]), Maribacter spongiae sp. nov. (2304DJ31-5T=KCTC 
MCCC 1K09795T	strain designation	1	1	strains	...acter spongiae sp. nov. (2304DJ31-5T=KCTC 102366T=[[MCCC 1K09795T]]), Maribacter corallii sp. nov. (2307UL18-2T=KCTC 
MAC8T	strain designation	1	1	strains	...m-stain-negative strains, designated as MAC3T and [[MAC8T]], which produced brownish-yellow and bright-orange...; ...
MA10T	strain designation	1	1	strains	A novel yellow-coloured bacterial strain [[MA10T]] was isolated from mangrove sediment and subjected...; ...ed to polyph
MCCC 1K10024T	strain designation	1	1	strains	".... nov. is proposed. The type strain is TRA05-7T (=[[MCCC 1K10024T]]=KCTC 59574T).
"
MCCC 1K09973T	strain designation	1	1	strains	...sp. nov. were proposed with type strain D2-102T (=[[MCCC 1K09973T]]=KCTC 102446T) and type strain MBA3-11T (=MCCC 1K0
MA-7-27T	strain designation	1	1	strains	...was closely related to Rhodophyticola porphyridii [[MA-7-27T]] (97.5 % sequence similarity). Genomic analysis in...
MCCC 1K09942T	strain designation	1	1	strains	"...s proposed, with YIM 135249ᵀ as the type strain (=[[MCCC 1K09942T]]=NBRC 117222T).
"
MA0201T	strain designation	1	1	strains	...novel pink-pigmented bacteria, designated strains [[MA0201T]] and ID0610T, were isolated from a car air conditi...; .
MCCC 1K09933T	strain designation	1	1	strains	"... proposed. The type strain is HSL-7T (=JCM 37906T=[[MCCC 1K09933T]]).
"
MCCC 1K09913T	strain designation	1	1	strains	"...and Alteromonas ulvae sp. nov. (type strain A081T=[[MCCC 1K09913T]]=KCTC 18158T) are proposed.
"
MSW5T	strain designation	1	1	strains	... strictly aerobic bacterium, designated as strain [[MSW5T]], was isolated from seawater of the Yellow Sea in ...; ...
MCCC 1K09801T	strain designation	1	1	strains	...er aquimarinus sp. nov. (2307ULW6-5T=KCTC 102368T=[[MCCC 1K09801T]]) and Maribacter taeanensis sp. nov. (2308TA10-17T
MA3_2.13T	strain designation	1	1	strains	A novel strain, [[MA3_2.13T]], was isolated from deep-sea sediment of Madeira A...; ...nalyses based on 16S rRNA gene sh
MCCC 1K09912T	strain designation	1	1	strains	...mes Alteromonas algae sp. nov. (type strain A079T=[[MCCC 1K09912T]]=KCTC 18157T) and Alteromonas ulvae sp. nov. (type
MA9T	strain designation	1	1	strains	...robic and rod-shaped bacterium, designated strain [[MA9T]] was isolated from wetland soil of ecology park, i...; ...p
MAC3T	strain designation	1	1	strains	... novel Gram-stain-negative strains, designated as [[MAC3T]] and MAC8T, which produced brownish-yellow and bri...; ...
MCCC 1K09818T	strain designation	1	1	strains	"...er taeanensis sp. nov. (2308TA10-17T=KCTC 102369T=[[MCCC 1K09818T]]) are proposed.
"
MCCC 1K09802T	strain designation	1	1	strains	...acter corallii sp. nov. (2307UL18-2T=KCTC 102367T=[[MCCC 1K09802T]]), Maribacter aquimarinus sp. nov. (2307ULW6-5T=KC
MAC6T	strain designation	1	1	strains	...oyed to characterize two novel strains, P3C3T and [[MAC6T]], isolated from sediments of the Innovation Way Dr...; ...
MSK294T	strain designation	1	1	strains	Four strains (MSK211, [[MSK294T]], MSK312, MSK433) of a novel Dolosigranulum specie...; ...ranulum savutiense sp. nov., 
MSK072T	strain designation	1	1	strains	"...terium rhinophilum sp. nov., with the type strain [[MSK072T]] (=DSM 118652T=JCM 37534T).
"
MIZ03T	strain designation	1	1	strains	...ic iron-oxidizing and -reducing bacterium, strain [[MIZ03T]], was previously isolated from a wetland in Ibarak...; ..
MMS20-SJTN17T	strain designation	1	1	strains	Two Gram-negative bacterial strains designated [[MMS20-SJTN17T]] and MMS20-SJTR3T were isolated from a grassland s...; .
MSJ-40T	strain designation	1	1	strains	"...C 1.31770T=KCTC 15977T) and Tissierella simiarum ([[MSJ-40T]]=CGMCC 1.45012T=KCTC 25071T).
"
MNWGS56	strain designation	1	1	strains	...were low when compared to C. pseudodiphtheriticum [[MNWGS56]] and C. propinquum MNWGS51 (27.4 and 28.4%, respec...
MNWGS51	strain designation	1	1	strains	...C. pseudodiphtheriticum MNWGS56 and C. propinquum [[MNWGS51]] (27.4 and 28.4%, respectively). Although there ar...
MN8T	strain designation	1	1	strains	... had the highest similarity to Nocardioides caeni [[MN8T]] (98.33 %), Nocardioides convexus W2-2-3T (98.26 %...
M366T	strain designation	1	1	strains	...to coccoid-shaped bacterium, designated as strain [[M366T]], was isolated from coastal sediment of Jiaoshanji...; ...
M39T	strain designation	1	1	strains	...obic and non-motile bacterial strains, designated [[M39T]] and C2-7T, were isolated from the coastal sedimen...; ...i
MMSM24	strain designation	1	1	strains	...ng rods bacterial strains, designated MMSM20T and [[MMSM24]], were isolated from tomato rhizosphere soil and c...; ..
M3QZ16-3T	strain designation	1	1	strains	A novel Agromyces strain, designated as [[M3QZ16-3T]], was isolated from the rhizosphere soil of Excoec...; ...sed on 16
MMSM20T	strain designation	1	1	strains	...-spore-forming rods bacterial strains, designated [[MMSM20T]] and MMSM24, were isolated from tomato rhizosphere...; .
MMS21-TAE1-1T	strain designation	1	1	strains	A bacterial strain designated [[MMS21-TAE1-1T]], capable of degrading paraoxon, was isolated from...; ...bjected to poly
MMS21-STM26	strain designation	1	1	strains	...designated strains MMS21-STM10T, MMS21-STM12T and [[MMS21-STM26]], were isolated from riverside soil and subjected ..
MMS21-STM12T	strain designation	1	1	strains	... actinobacteria, designated strains MMS21-STM10T, [[MMS21-STM12T]] and MMS21-STM26, were isolated from riverside soi.
MMS21-STM10T	strain designation	1	1	strains	...and rod shaped actinobacteria, designated strains [[MMS21-STM10T]], MMS21-STM12T and MMS21-STM26, were isolated from.
MMS21-Ot14T	strain designation	1	1	strains	... aerobic, rod-shaped bacterial strain, designated [[MMS21-Ot14T]], was isolated from a freshwater river, and shown ..
MMS21-DH1MA12T	strain designation	1	1	strains	...ve, oval-shaped and non-motile strain, designated [[MMS21-DH1MA12T]], was isolated from riverside soil and subjected 
M3T	strain designation	1	1	strains	...losely related species are Methanoplanus limicola [[M3T]] and Methanoplanus endosymbiosus MC1T, with simila...
MMS20-SJTR3T	strain designation	1	1	strains	...ve bacterial strains designated MMS20-SJTN17T and [[MMS20-SJTR3T]] were isolated from a grassland soil sample, and t.
MNWGS58T	strain designation	1	1	strains	...iratory health. In this paper, we present isolate [[MNWGS58T]] isolated from the nasopharynx of a South African ...; 
MO-31T	strain designation	1	1	strains	...al strains, designated as NPKOSM-4T, NPKOSM-8 and [[MO-31T]], were isolated from rice paddy soil. They had 96....; ..
M3-11T	strain designation	1	1	strains	Two bacterial strains, designated [[M3-11T]] and M6-14T, were isolated from paddy field soils ...; ...on 16S rRNA gene s
MSJ-1T	strain designation	1	1	strains	...GMCC 1.45008T=KCTC 15973T), Peptoniphilus ovalis ([[MSJ-1T]]=CGMCC 1.31770T=KCTC 15977T) and Tissierella simia...
M1R2S20T	strain designation	1	1	strains	Two bacteria, designated strain [[M1R2S20T]] and RD2P27T, were isolated from rhizosphere soil ...; ...the 16S rRNA gene 
MSJ-11T	strain designation	1	1	strains	...=CGMCC 1.45013T=KCTC 25112T), Clostridium mobile ([[MSJ-11T]]=CGMCC 1.45009T=KCTC 25065T), Clostridium simiarum...
MS1047T	strain designation	1	1	strains	...ospora psammae sp. nov. (type strain CPCC 205556T=[[MS1047T]]=KCTC 59310T), representing the desert isolates, a...
MS-3T	strain designation	1	1	strains	...s to SA3-5T and SA3-6 were Pseudomonas taeanensis [[MS-3T]] (98.3 %). The ranges of average nucleotide identi...
MRo-4T	strain designation	1	1	strains	...olate is related to Sporosalibacterium tautonense [[MRo-4T]] (94.33% identity). SD1T showed 76.18%-76.31% aver...
MRP-15T	strain designation	1	1	strains	...s Gsoil 040T (97.8 %), Chitinophaga polysaccharea [[MRP-15T]] (97.8 %) and Chitinophaga niastensis JS16-4T (97....
MRE50T	strain designation	1	1	strains	...imilarities within strains Methanocella arvoryzae [[MRE50T]], Methanocella paludicola SANAET and Methanocella ...
